LON,LAT,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
274.712677002,49.4578094482,0.5179095577058244,0.3857165086610087,0.47629861088401104,0.5373716109081271,0.5332437194018067,0.6320537128751228,0.80824346866424,0.8218706492686736,0.7685271482542616,0.7450775472320756,0.5767203764126037,0.7022889429905814,0.5097387992334247,0.6460978323747892,1.4925068684193037,0.6443753520317721,0.7847383568526362,1.6295400573718395,0.9226131229968012,1.0474270826385397,0.6541480577066476,0.8542964579203233,1.1773456895884764,0.7573043838177199,0.7124970778365067,0.7351180682405496,0.6916083716206807,0.9760584723263506,1.1872379538159374,1.391270609358953,1.3452183178509374,0.6980711893929878,1.4082956863209413,1.3250714486842774,0.966598088340037,0.7210401460405985,0.5575529943555025,1.6450713983447054,1.20830028105891,0.8896703102109654,1.9433403009672274,1.310810889939429,0.7481435571553804,1.2421523582550513,1.838355608431349,1.6884768553542135,1.3321315325020888,1.5123130457108493,1.4870360923320385,1.4371487743867164,1.5082507852501978,1.9605364286390117,2.148323161197045,1.7695608956847102,1.6822743020310695,1.3075258459394945,5.193233176451047,6.060943069476026,3.7594365461369432,4.426034579721809,4.629994957927032,12.589267065700474,3.86312687009344,4.910025228237614,5.492630258329012,1.8466882767267896,3.1214644977569703,3.443180094480155,4.456019524827835,12.742483878318815,3.8213053820013134,3.197425328572344,2.69727098341168,2.999194180395385,4.04904754737759,2.3063026805744395,11.434681876448744,2.076938737363693,4.346291028567648,1.6726246087709842,5.280980330726615,5.1963023662349075,0.9253452754697076,4.171025550862227,5.722396871660542,2.4762412270467427,4.480276131221161,9.01843602348766,5.697484285902395,3.677395518482891,4.28420718487957,2.2342995944840665,11.426617606002697,12.162320802201945,2.3620112188923557
274.763641356999,49.6753120421999,0.5354918704404812,0.41483726446874175,0.5199818485768145,0.5624863422946388,0.6019541685133273,0.7683536791390564,0.8482381265510235,0.9316648448331674,0.7762464702448139,0.7827402561628117,0.5985823414826794,0.8216570188695184,0.512370969515398,0.6770907703482028,1.3343110570605548,0.6155884885699076,0.7207316710464156,1.5180191224720558,0.8727688773550967,1.0024504957689235,0.6905366702612364,0.8348434777996184,1.1577446707594006,0.8521664480082991,0.7898143637342512,0.7701164587768031,0.6806081487180243,0.965762830385529,1.151818715921702,1.2934048604018158,1.2728240556881045,0.768310951346779,1.3131017059995718,1.2028059900499588,0.9357040688962176,0.7651713250574312,0.6782048933452977,1.472418498740832,1.3435074445170223,1.0368386105000709,1.9761437203012395,1.4274102205795836,0.799630657803883,1.4090884392921021,1.8078225363008857,1.7813209051336676,1.5378485441118723,1.421040165193736,1.388836829033034,1.8743079121537305,1.6728588453037396,1.8982322320203444,2.6173262148176266,1.7760344878292535,1.407705420615732,2.175857676844677,6.465941293380147,4.775913454485773,4.459177465966015,4.418868770878944,4.4304932128268595,13.049523592307127,3.3384149383297523,4.383581397006744,5.456981034811666,1.8984521744698721,3.2972879114392053,3.310942688503406,4.038507558349059,14.90524267393981,4.148923790174033,3.2722891016050326,2.3598567448158287,3.487996524191983,4.319947412342013,3.2540580104559087,15.049540654306128,1.9523930701718557,4.540641596976631,1.9262638288757143,5.064862112192989,5.087906171392681,0.9876855169944639,5.822609830148585,7.047703196681078,2.494689485495438,3.163640494067212,9.803946349139222,5.675399723126789,3.0995802244203956,4.065407031290145,2.449236561016373,12.159803082708663,13.012424502687313,2.0380015992292235
274.742218018,48.1197662354,0.4876892061699045,0.8367247763918176,0.6118069143257545,0.7378898484413867,0.8193224389812609,0.4303979635018955,0.9891418498101886,1.0826032301315218,1.0532080728433928,0.8313136252423936,0.8243149545791997,0.5961753384665083,0.643400685206395,0.772684348083135,1.5018752703667608,0.740424753293728,1.1963891815718684,1.2410782631126087,0.8308399492030188,0.7455786307389797,0.8768574582939296,0.8428471229016538,1.3068301324979648,0.943606166018586,0.7662262022418306,0.9745237638715365,1.3028191464355465,0.8332676032521042,1.2410436246065093,0.9487943239096718,1.941167005352077,0.7202670904760169,0.830143886515535,0.632017998520222,1.1038978179881993,1.0842125835731207,0.9603284593916217,1.3692459413248028,0.6924349431470341,0.9477167743002628,1.6547534795585377,1.8516983354955419,0.7634088812676215,0.979895602201335,0.9744969967413142,1.7874818159613028,0.7338741145254569,1.96473809480739,1.8760467462373613,0.9756279653109499,1.915413614500417,1.851937917378318,1.5510465224104144,1.2296119573832534,1.610628617072488,2.3522545389320304,3.244763460843354,3.840817530173987,3.8846639554300952,5.720420413742286,1.5780067728784255,4.0003351373429155,5.35572961865414,5.292158842919083,4.504004317581183,0.4509520783587613,2.183186641026023,1.2956988840078203,1.8399578943010506,2.528054964213297,3.4752300448688542,0.6449425778897445,0.14934951025170876,0.4596833058317885,1.183810815313191,1.2019194419546948,4.50378181936977,0.900684801599535,3.6339020992219715,1.34579110361187,4.088072090114601,5.358215690291828,0.5089286639583261,0.4420202541719293,0.8479942461493432,0.3884799537897642,2.973916153234088,2.501662766204106,5.836929366119548,0.8566937547271509,0.8282484413955639,1.0811705981152104,1.5617092042378236,0.9160250613705927,2.5464456885492126
274.791931152,48.3372650146,0.5152025616831606,0.7267685534976027,0.49010927197938436,0.7645149536080307,0.6076230409555264,0.42134984331815717,0.8102412120033627,0.9167860427416568,0.7949343983430679,0.7246803322804068,0.6116560724811828,0.5326778536746114,0.5910703159321303,0.6974747847208449,1.1746809249322774,0.5978035866062156,0.9705456069286851,1.1129398806348236,0.9053270886663902,0.8273407939732454,0.7197948641825634,0.714479573755763,1.096502398049841,0.6265002799435485,0.5922830816766395,0.8040555647040851,1.092486685390512,0.7733730114472914,1.224174561149303,1.08228563047123,1.8089502729079294,0.6239264415686359,1.0588392644488542,0.8573238483555413,1.2639282979685835,0.7426094788903691,0.9864534939489231,1.1583797257875774,0.767930050606159,0.785816523361099,1.4870416426156372,1.7557575114293422,0.8164606829019319,1.291376623651462,0.9452540937970288,1.585633633849666,0.8619780766102679,1.5126130171819967,1.6720660046670222,0.8493025711483039,1.5261860235987448,1.5415447106951137,1.6763650390220846,1.1994933461353976,1.837440763062986,1.935160679900651,3.8983237028998627,6.610127349630467,3.9253309888662407,5.115569164145931,1.8053450001383726,4.685144973416195,5.269647287155981,4.445039425899932,5.017243438953225,0.7403545395129786,2.920499231017816,1.7950241991647058,1.9823769347668596,4.915456031466988,3.3625964583649925,1.181148073748654,0.4131278723996438,1.0461968497499852,1.880133594428969,1.5968746064926287,5.565666021875006,0.6233923641436943,3.832887265707568,1.936627546247545,5.7673420651043985,5.995442322003337,0.8094479051221966,1.4611857774895964,1.2543283125160714,0.6590531146836688,3.475429769292303,2.9328481749077797,5.210651534524897,1.2298171709597223,1.4811657638659748,1.8970348748962205,1.9585659728943015,0.8921280936055548,2.7215923805721998
274.842041015999,48.5547485351999,0.44832947733926587,0.6245649339198064,0.49204828583076615,0.7553103934781892,0.5222962546038046,0.36048728329991186,0.7439989959340109,0.8592573593468106,0.8366097760343016,0.657310990784387,0.5912354076435911,0.5016565446685772,0.7008592163923173,0.671312712360779,1.0401668322579114,0.542484958253634,0.8716349396155235,1.037299800149219,0.871776500964788,0.9144526856345799,0.6061658459121597,0.8023220550603979,1.305066704517841,0.6668297425980818,0.6531531908920856,0.7835900041983788,0.9377630468554821,0.792337949561311,1.139466160905342,1.2759844005341954,1.6457190484278126,0.6347054434882451,1.2663961698020165,0.9198938202258935,1.5272032431242908,0.6536915956688645,0.8311245666733265,1.1951599933778443,0.8524177748352815,0.7360142476414359,1.6061550267117728,1.7531104204407488,0.6764610832257456,1.1397816411113677,1.092418776957552,1.3743075420212125,1.0151345579940947,1.4127245753896807,1.7429418681329127,1.0321485656296325,1.392892433262624,1.779827673674392,1.4265011116498447,1.2979190849631654,1.833891007867731,1.7679911225462475,4.959673238170143,6.748606527166187,3.7351277930736133,6.187189185073362,2.200322919779127,5.713176579005458,4.413554438588677,6.078507812532998,5.438459804827542,1.034054613167711,2.423003421786751,2.6708526669821837,1.842152373198611,6.474414472743848,4.23700047218614,1.7684217070972355,0.7898796608753875,1.8388331844877166,1.7523194030686486,2.0884695071115336,6.863851405721455,1.1743834012770542,4.738829244186902,1.7571377751159538,6.4362884135579215,5.321443325037531,1.1680830803624265,2.476565000704717,2.2598483574288206,0.9803266417507747,3.840724929631182,3.84309521256695,5.298398275412982,1.8699020921718108,2.3535892360996256,1.8807720951711302,3.272820177858793,1.6146888852330634,2.6750336684317606
274.892547606999,48.7721977233999,0.564124379017195,0.6209107232617985,0.5375787505414437,0.6658348383815373,0.5147700739055692,0.35612560442606345,0.8742058817113583,0.9303935144328855,0.9144944890582577,0.6236266035125113,0.5260973421251212,0.5520395503990344,0.6606229852687988,0.6154631078749611,1.1196639767164567,0.5513977687013852,1.0378008357826123,1.1721194589672925,0.9401925894987881,0.9499778589851083,0.5876493960332272,0.8848428105485564,1.3811362502698068,0.678022769359494,0.8807276367115443,0.7952036834817209,0.9204234707556994,0.8340903305314443,1.295201762329504,1.357815528943662,1.5249157798029827,0.5662829734672274,1.1595388934408213,1.0074536605326985,1.2736112398560453,0.6406544609558942,0.6938826407154377,1.4750777123143417,0.902199912948187,0.7216605022706192,1.627130101558953,1.7089222418737056,0.765792541642403,1.1882258985323684,1.0732933540176848,1.4340688413000087,1.2413959781810509,1.4389861606898486,1.728246019600237,0.9203396327240694,1.3629117970053357,1.863913457791954,1.6776784277531804,1.3191443662263362,1.8698519504284559,1.6028258201505081,4.670675284063075,7.66345345880603,4.156833389369353,5.780472346371992,2.800929582632802,6.66622045290643,3.87881116865005,7.5594962511371895,6.634640757015829,1.2763476325952618,2.8479829234418776,2.609569521100667,2.828200703335085,7.568601944165325,4.371361661282849,2.5781362799403706,1.3182640705526933,2.3040871510564487,2.1628953422097217,2.4046711853227904,6.637035883891162,1.4288983827821857,4.687764200413497,1.3246783095936774,5.654226346385215,4.774228323985752,1.4279673077215984,3.2880496750198676,2.9148808565728492,1.3593225899995993,3.2644585297668507,5.025142726087257,5.513228079371957,1.9589954676454846,2.171299377601474,1.3382649719952877,4.458751526385421,5.229367209270527,3.0156190200653104
274.943511962999,48.9896316528,0.6097294907704621,0.5210636656862668,0.5318259587063012,0.6152783374581354,0.43807692056461667,0.40268004597973756,0.7656350236198797,0.8677032226539152,0.9198813249735471,0.6531794839430484,0.4870880578441586,0.5525892971308962,0.6087015342108951,0.5958292135725534,1.2756193930286925,0.6059168652495238,0.9273899550174617,1.3283804555015697,0.9146141596436361,1.0249494685603064,0.5529796324612827,0.95635000737696,1.2799695852079664,0.702358760530813,0.8069955117895882,0.7159383044508292,0.7016555858247908,0.8963047216645396,1.306201161847813,1.364484367573491,1.3137896349063893,0.6144710958892955,1.147750214721753,0.9811662898803751,1.2322144051848776,0.6559862113013755,0.6292205118036139,1.4542609123877144,0.7489358984934452,0.8709329983182297,1.6245809576239623,1.5490816664942264,0.6971482433102757,1.0772786685954798,1.2332860275329718,1.535892478518559,1.471572491686791,1.5871761735534942,1.825679684665734,0.9232348490762949,1.4722013528518794,1.8430705196554094,1.6317129303242537,1.3995686590150964,1.714997986194159,1.608897197102702,4.420665377599874,6.821724712282981,3.927818852596216,5.205235696982514,4.07999888428066,7.69914308859209,3.202244701656362,6.130605675210903,5.5465609315758195,1.4453060995112574,2.785347133255977,2.4290848544389574,2.5255454482089537,8.823312918496269,3.898340928778884,2.3566863404152145,1.3472321070199795,2.6870126932297613,2.141050018102239,2.3165702837451794,8.683610033642271,1.0866813604268002,4.337158334674348,0.8117358911402149,5.392572903127366,4.0005809402778745,0.877989399008682,2.753630304057582,3.6639407986580212,1.6659148963921622,3.2099537566602208,6.508622133071935,4.968637683497202,1.8284775845445471,2.735322392384975,1.1096768453408834,6.1677729737741895,8.369475957469868,2.386017626876443
274.994903564,49.2070388794,0.5072889708794872,0.46079483281506334,0.45774084045186836,0.5919573868759886,0.4007329187950087,0.5775057262623617,0.8409452434719493,0.7797734784296435,0.8953609592240758,0.6293454720892686,0.49176062936060805,0.6592684451903701,0.5576688473910243,0.6235689501227745,1.4421705989879432,0.5513744078939049,0.9531489135262713,1.4684468789681209,0.9526561070033699,0.988861050320193,0.6589905958413702,0.9155111563376932,1.210185282226491,0.8464473417269303,0.759264976643952,0.7203143313642411,0.8638970549857121,0.9580002538244259,1.2730549165990892,1.1942096970872529,1.2719117279299736,0.6030557288123569,1.3178625270857272,1.2968318256837696,1.2006187193943183,0.779489052160414,0.5652758070951639,1.6868803285416818,1.0221170818082024,1.0006507850083173,1.5917712673640585,1.5807997455951353,0.7430297633925584,1.1689046384332584,1.5897833294527517,1.512752109865102,1.2377319477451356,1.5329861136792164,1.6980473035138017,1.0179055542339197,1.3543393517638538,1.7835031299348736,1.9140978867435263,1.6511721735574647,1.6502091218338228,1.5385626031140842,5.349464597973914,6.695488441753999,4.255675956295129,4.809393796072753,5.389899301660078,8.240347889446534,3.2996277782954637,4.551742316846422,5.944853177390005,1.770794647333459,3.3740637430877642,2.9244179857440904,3.418095706466324,12.682433937712233,3.5092214658320495,2.833984290121638,1.7474248152069447,2.82662576692258,2.457315735197818,2.1535028960658424,11.129322166682854,1.5183005523022286,4.169192675544493,1.192788356625021,5.352788722132897,4.002128349365002,1.0357661988160014,3.5165553093228397,5.266956359669532,2.0149236581007823,4.172497519958223,9.713270293367682,5.639350880080514,2.643552418411879,4.2788656486915935,1.3461572374340762,9.339557191680264,9.96230246539113,2.472421911970598
275.046813965,49.4244194031,0.558256645294331,0.38848806231334565,0.44644369818360524,0.5842800468851859,0.4752943729375726,0.6178921549642875,0.8188030421532435,0.8063797837204457,0.8349109404965811,0.7504551154066184,0.5633740556614011,0.7227841476793074,0.5132389564620811,0.6691344965290291,1.4194846014191138,0.616414749477773,0.8068448853322538,1.595248951270934,0.9877312003688377,0.9337043036935389,0.5839425216995455,0.8729049884089792,1.11465004024341,0.8252327405616937,0.7185600521181555,0.7355808566486026,0.7814554054430689,0.9773727830887585,1.2603520407534465,1.3346392434502894,1.2883558169439602,0.6547915277348885,1.333252966468024,1.0920180603848957,1.1811973629984402,0.7562015372734481,0.546815452798981,1.5103555447760808,1.2311716181820505,0.9931123901721872,1.899853737923149,1.4257893341970027,0.700686832802768,1.2860538965657222,1.6894013130942551,1.6082135707424818,1.147579679822797,1.4423898542214482,1.477342542592768,1.2692145796467231,1.5644988731380487,1.8057743874283214,2.139256053533379,1.6872705801773231,1.6221190783091253,1.491325031141808,5.378253876878052,5.5312030449988665,4.883982528495615,4.652157064082851,5.1054166622363075,11.34758067481513,3.454936323620715,3.757638860301257,5.345804145480276,2.109228061701415,3.6317153034924283,2.9755413003131643,3.6177904277469324,13.761639881781953,3.8355322607157714,2.902733250566461,2.042892797789934,3.597498849963712,3.3070237829599396,2.865233513417892,11.392630977906865,1.4497679299679922,4.231859181851408,1.710803418081639,4.864492401213818,4.476689211548425,1.1727399739358138,3.685545284527641,5.13846648629602,2.1949426706684094,3.6660728216793546,8.93126186781909,6.3985085147581975,2.7152139802166784,4.34513347278844,1.9247573376653122,9.83414891835604,9.677398968709436,2.2363845771711826
275.099121093999,49.641784668,0.5244600927438948,0.43208221609834196,0.4981248273122847,0.6633459565125962,0.5132330246835008,0.7642040747589526,0.7975406814303194,0.9814842422431401,0.8023080795977892,0.781452505472746,0.5880475175232659,0.8190611161530976,0.5217227982668184,0.7506695687138429,1.603686129378852,0.6478359196781563,0.7972808325698245,1.6278147747905791,0.9155864585455457,1.069782300582836,0.5772800944770027,0.9181420054287877,1.1623955617318333,0.9401403788983214,0.7803363211614056,0.753016405617994,0.7910383678610011,0.9461626390854058,1.2319933487975103,1.3770466171635944,1.2713186674399684,0.7636216058665428,1.3963852511034198,1.3764358669895338,1.0062827406022903,0.7709668159636303,0.6284946690912764,1.4481888782239754,1.4861472494369432,1.0638221010070263,2.067109874359485,1.6616550080827495,0.8528787097175256,1.4364211930328126,1.7287932239631618,1.7992155888209853,1.4462256663874118,1.5306282652199084,1.5530065423559334,1.7958630320218505,1.5662106800104683,1.8869965176850654,2.716322252910798,1.7956431683830965,1.6509746689512683,2.1951018655249244,6.044701287676824,4.91769789250126,5.363563275954859,5.462913083700201,5.271987572691703,15.093497594079336,3.7939079954954495,3.538063231829885,5.888237762390725,2.398399320757164,3.7970323319838375,2.678526270494508,4.0784656896838225,14.15030415487403,4.69733856510461,2.972873562403839,2.8225972335134495,3.5854718353422457,4.033743108272518,3.30572493578106,14.506425964903077,1.6822886874811998,4.794285399584718,1.9347969598890393,5.096801372632765,4.6539701427288405,1.2294955891440327,5.228480050248801,7.24295884647575,2.8376582978675926,4.666852218700132,11.872806891029375,6.457223433599989,3.134448834992778,5.94811181775946,3.1101768565694554,10.128111925296771,13.872953584596264,2.8630993279252634
